,Label,Text
778,OWNX,"in this context  all three contributions of our model still make sense  we do not know how many movie genres there are  some genres are closely related  romance to comedy versus to action   many movies may be spurious
"
779,AIMX,"We propose a nonparametric Bayesian factor regression model that accounts for uncertainty in the number of factors, and the relationship between factors
"
780,OWNX,"To accomplish this, we propose a sparse variant of the Indian Buffet Process and couple this with a hierarchical model over factors, based on Kingman's coalescent
"
781,OWNX,"We apply this model to two problems (factor analysis and factor regression) in gene-expression data analysis
"
782,MISC,"Factor analysis is the task of explaining data by means of a set of  latent factors
"
783,MISC,"Factor  regression  couples this analysis with a prediction task, where the predictions are made solely on the basis of the factor representation
"
784,MISC,"The latent factor representation achieves two-fold benefits: (1) discovering the latent  process  underlying the data; (2) simpler predictive modeling through a compact data representation
"
785,MISC,"In particular, (2) is motivated by the problem of prediction in the  ``large P small N''  paradigm  CITATION , where the number of features  SYMBOL  greatly exceeds the number of examples  SYMBOL , potentially resulting in overfitting
"
786,AIMX,"We address three fundamental shortcomings of standard factor analysis approaches  CITATION : (1) we do not assume a known number of factors; (2) we do not assume factors are independent; (3) we do not assume all features are relevant to the factor analysis
"
787,OWNX,"Our motivation for this work stems from the task of reconstructing regulatory structure from gene-expression data
"
788,OWNX,"In this context, factors correspond to regulatory pathways
"
789,OWNX,"Our contributions thus parallel the needs of gene pathway modeling
"
790,OWNX,"In addition, we couple predictive modeling (for factor regression) within the factor analysis framework itself, instead of having to model it separately
"
791,OWNX,"Our factor regression model is fundamentally nonparametric
"
792,OWNX,"In particular, we treat the gene-to-factor relationship nonparametrically by proposing a sparse variant of the Indian Buffet Process (IBP)  CITATION , designed to account for the sparsity of relevant genes (features)
"
793,OWNX,"We  couple  this IBP with a hierarchical prior over the factors
"
794,OWNX,"This prior explains the fact that pathways are fundamentally related: some are involved in transcription, some in signaling, some in synthesis
"
795,OWNX,"The nonparametric nature of our sparse IBP requires that the hierarchical prior  also  be nonparametric
"
796,BASE,"A natural choice is Kingman's coalescent  CITATION , a popular distribution over infinite binary trees
"
797,OWNX,"Since our motivation is an application in bioinformatics, our notation and terminology will be drawn from that area
"
798,OWNX,"In particular,  genes  are  features ,  samples  are  examples , and  pathways  are  factors
"
799,OWNX,"However, our model is more general
"
800,OWNX,"An alternative application might be to a collaborative filtering problem, in which case our genes might correspond to movies, our samples might correspond to users and our pathways might correspond to genres
"
801,OWNX,"In this context, all three contributions of our model still make sense: we do not know how many movie genres there are; some genres are closely related (romance to comedy versus to action); many movies may be spurious"
802,AIMX,"We propose a nonparametric Bayesian factor regression model that accounts for uncertainty in the number of factors, and the relationship between factors
"
803,BASE,"To accomplish this, we propose a sparse variant of the Indian Buffet Process and couple this with a hierarchical model over factors, based on Kingman's coalescent
"
804,OWNX,"We apply this model to two problems (factor analysis and factor regression) in gene-expression data analysis
"
805,MISC,"Factor analysis is the task of explaining data by means of a set of  latent factors
"
806,MISC,"Factor  regression  couples this analysis with a prediction task, where the predictions are made solely on the basis of the factor representation
"
807,MISC,"The latent factor representation achieves two-fold benefits: (1) discovering the latent  process  underlying the data; (2) simpler predictive modeling through a compact data representation
"
808,MISC,"In particular, (2) is motivated by the problem of prediction in the  ``large P small N''  paradigm  CITATION , where the number of features  SYMBOL  greatly exceeds the number of examples  SYMBOL , potentially resulting in overfitting
"
809,CONT,"We address three fundamental shortcomings of standard factor analysis approaches  CITATION : (1) we do not assume a known number of factors; (2) we do not assume factors are independent; (3) we do not assume all features are relevant to the factor analysis
"
810,OWNX,"Our motivation for this work stems from the task of reconstructing regulatory structure from gene-expression data
"
811,OWNX,"In this context, factors correspond to regulatory pathways
"
812,OWNX,"Our contributions thus parallel the needs of gene pathway modeling
"
813,OWNX,"In addition, we couple predictive modeling (for factor regression) within the factor analysis framework itself, instead of having to model it separately
"
814,OWNX,"Our factor regression model is fundamentally nonparametric
"
815,OWNX,"In particular, we treat the gene-to-factor relationship nonparametrically by proposing a sparse variant of the Indian Buffet Process (IBP)  CITATION , designed to account for the sparsity of relevant genes (features)
"
816,OWNX,"We  couple  this IBP with a hierarchical prior over the factors
"
817,OWNX,"This prior explains the fact that pathways are fundamentally related: some are involved in transcription, some in signaling, some in synthesis
"
818,OWNX,"The nonparametric nature of our sparse IBP requires that the hierarchical prior  also  be nonparametric
"
819,MISC,"A natural choice is Kingman's coalescent  CITATION , a popular distribution over infinite binary trees
"
820,OWNX,"Since our motivation is an application in bioinformatics, our notation and terminology will be drawn from that area
"
821,OWNX,"In particular,  genes  are  features ,  samples  are  examples , and  pathways  are  factors
"
822,OWNX,"However, our model is more general
"
823,OWNX,"An alternative application might be to a collaborative filtering problem, in which case our genes might correspond to movies, our samples might correspond to users and our pathways might correspond to genres
"
824,OWNX,"In this context, all three contributions of our model still make sense: we do not know how many movie genres there are; some genres are closely related (romance to comedy versus to action); many movies may be spurious
"
825,MISC,"in the constraint satisfaction problem      the aim is to find an assignment of values to a set of variables subject to specified constraints
"
826,MISC,"in the minimum cost homomorphism problem      one is additionally given weights   for every variable   and value    and the aim is to find an assignment   to the variables that minimizes
"
827,MISC,"let   denote the   problem parameterized by the set of predicates allowed for constraints
"
828,MISC,"is related to many well studied combinatorial optimization problems  and concrete applications can be found in  for instance  defence logistics and machine learning
"
829,AIMX,"we show that   can be studied by using algebraic methods similar to those used for csps
"
830,OWNX,"with the aid of algebraic techniques  we classify the computational complexity of   for all choices of
"
831,CONT,"our result settles a general dichotomy conjecture previously resolved only for certain classes of directed graphs   gutin  hell  rafiey  yeo  european j of combinatorics   NUMBER  
"
832,MISC,"constraint satisfaction problems     are a natural way of formalizing a large number of computational problems arising in combinatorial optimization  artificial intelligence  and database theory
"
833,MISC,"this problem has the following two equivalent formulations    NUMBER   to find an assignment of values to a given set of variables  subject to constraints on the values that can be assigned simultaneously to specified subsets of variables  and   NUMBER   to find a homomorphism between two finite relational structures   and
"
834,MISC,"applications of  s arise in the propositional logic  database and graph theory  scheduling and many other areas
"
835,MISC,"during the past  NUMBER  years    and its subproblems has been intensively studied by computer scientists and mathematicians
"
836,MISC,"considerable attention has been given to the case where the constraints are restricted to a given finite set of relations    called a constraint language  CITATION
"
837,MISC,"for example  when   is a constraint language over the boolean set   with four ternary predicates            we obtain  NUMBER  sat
"
838,MISC,"this direction of research has been mainly concerned with the computational complexity of   as a function of
"
839,MISC,"it has been shown that the complexity of   is highly connected with relational clones of universal algebra  CITATION
"
840,MISC,"for every constraint language    it has been conjectured that   is either in p or np complete  CITATION
"
841,MISC,"in the minimum cost homomorphism problem      we are given variables subject to constraints and  additionally  costs on variable value pairs
"
842,MISC,"now  the task is not just to find any satisfying assignment to the variables  but one that minimizes the total cost
"
843,MISC,"was introduced in  CITATION  where it was motivated by a real world problem in defence logistics
"
844,MISC,"the question for which directed graphs   the problem   is polynomial time solvable was considered in  CITATION
"
845,AIMX,"in this paper  we approach the problem in its most general form by algebraic methods and give a complete algebraic characterization of tractable constraint languages
"
846,OWNX,"from this characterization  we obtain a dichotomy for    i e   if   is not polynomial time solvable  then it is np hard
"
847,OWNX,"of course  this dichotomy implies the dichotomy for directed graphs
"
848,OWNX,"in section  NUMBER   we present some preliminaries together with results connecting the complexity of   with conservative algebras
"
849,OWNX,"the main dichotomy theorem is stated in section  NUMBER  and its proof is divided into several parts which can be found in sections  NUMBER   NUMBER 
"
850,OWNX,"the np hardness results are collected in section  NUMBER  followed by the building blocks for the tractability result  existence of majority polymorphisms  section  NUMBER   and connections with optimization in perfect graphs  section  NUMBER  
"
851,OWNX,"section  NUMBER  introduces the concept of  arithmetical deadlocks  which lay the foundation for the final proof in section  NUMBER 
"
852,OWNX,"in section  NUMBER  we reformulate our main result in terms of relational clones
"
853,BASE,"finally  in section  NUMBER  we explain the relation of our results to previous research and present directions for future research
"
854,MISC,"In the constraint satisfaction problem ( SYMBOL ), the aim is to find an assignment of values to a set of variables subject to specified constraints
"
855,MISC,"In the minimum cost homomorphism problem ( SYMBOL ), one is additionally given weights  SYMBOL  for every variable  SYMBOL  and value  SYMBOL , and the aim is to find an assignment  SYMBOL  to the variables that minimizes  SYMBOL
"
856,OWNX,"Let  SYMBOL  denote the  SYMBOL  problem parameterized by the set of predicates allowed for constraints
"
857,OWNX,"SYMBOL  is related to many well-studied combinatorial optimization problems, and concrete applications can be found in, for instance, defence logistics and machine learning
"
858,OWNX,"We show that  SYMBOL  can be studied by using algebraic methods similar to those used for CSPs
"
859,OWNX,"With the aid of algebraic techniques, we classify the computational complexity of  SYMBOL  for all choices of  SYMBOL
"
860,AIMX,"Our result settles a general dichotomy conjecture previously resolved only for certain classes of directed graphs CITATION
"
861,MISC,"Constraint satisfaction problems ( SYMBOL ) are a natural way of formalizing a large number of computational problems arising in combinatorial optimization, artificial intelligence, and database theory
"
862,MISC,"This problem has the following two equivalent formulations: (1) to find an assignment of values to a given set of variables, subject to constraints on the values that can be assigned simultaneously to specified subsets of variables, and (2) to find a homomorphism between two finite relational structures  SYMBOL  and  SYMBOL
"
863,MISC,"Applications of  SYMBOL s arise in the propositional logic, database and graph theory, scheduling and many other areas
"
864,MISC,"During the past 30 years,  SYMBOL  and its subproblems has been intensively studied by computer scientists and mathematicians
"
865,MISC,"Considerable attention has been given to the case where the constraints are restricted to a given finite set of relations  SYMBOL , called a constraint language  CITATION
"
866,MISC,"For example, when  SYMBOL  is a constraint language over the boolean set  SYMBOL  with four ternary predicates  SYMBOL ,  SYMBOL ,  SYMBOL ,  SYMBOL  we obtain 3-SAT
"
867,MISC,"This direction of research has been mainly concerned with the computational complexity of  SYMBOL  as a function of  SYMBOL
"
868,MISC,"It has been shown that the complexity of  SYMBOL  is highly connected with relational clones of universal algebra  CITATION
"
869,MISC,"For every constraint language  SYMBOL , it has been conjectured that  SYMBOL  is either in P or NP-complete  CITATION
"
870,MISC,"In the minimum cost homomorphism problem ( SYMBOL ), we are given variables subject to constraints and, additionally, costs on variable/value pairs
"
871,MISC,"Now, the task is not just to find any satisfying assignment to the variables, but one that minimizes the total cost
"
872,MISC,"SYMBOL  was introduced in  CITATION  where it was motivated by a real-world problem in defence logistics
"
873,MISC,"The question for which directed graphs  SYMBOL  the problem  SYMBOL  is polynomial-time solvable was considered in  CITATION
"
874,AIMX,"In this paper, we approach the problem in its most general form by algebraic methods and give a complete algebraic characterization of tractable constraint languages
"
875,OWNX,"From this characterization, we obtain a dichotomy for  SYMBOL , i e , if  SYMBOL  is not polynomial-time solvable, then it is NP-hard
"
876,OWNX,"Of course, this dichotomy implies the dichotomy for directed graphs
"
877,OWNX,"In Section 2, we present some preliminaries together with results connecting the complexity of  SYMBOL  with conservative algebras
"
878,OWNX,"The main dichotomy theorem is stated in Section 3 and its proof is divided into several parts which can be found in Sections 4-8
"
879,OWNX,"The NP-hardness results are collected in Section 4 followed by the building blocks for the tractability result: existence of majority polymorphisms (Section 5) and connections with optimization in perfect graphs (Section 6)
"
880,OWNX,"Section 7 introduces the concept of  arithmetical deadlocks  which lay the foundation for the final proof in Section 8
"
881,OWNX,"In Section 9 we reformulate our main result in terms of relational clones
"
882,OWNX,"Finally, in Section 10 we explain the relation of our results to previous research and present directions for future research
"
883,MISC,"In the constraint satisfaction problem ( SYMBOL ), the aim is to find an assignment of values to a set of variables subject to specified constraints
"
884,MISC,"In the minimum cost homomorphism problem ( SYMBOL ), one is additionally given weights  SYMBOL  for every variable  SYMBOL  and value  SYMBOL , and the aim is to find an assignment  SYMBOL  to the variables that minimizes  SYMBOL
"
885,MISC,"Let  SYMBOL  denote the  SYMBOL  problem parameterized by the set of predicates allowed for constraints
"
886,MISC,"SYMBOL  is related to many well-studied combinatorial optimization problems, and concrete applications can be found in, for instance, defence logistics and machine learning
"
887,AIMX,"We show that  SYMBOL  can be studied by using algebraic methods similar to those used for CSPs
"
888,OWNX,"With the aid of algebraic techniques, we classify the computational complexity of  SYMBOL  for all choices of  SYMBOL
"
889,OWNX,"Our result settles a general dichotomy conjecture previously resolved only for certain classes of directed graphs CITATION
"
890,MISC,"Constraint satisfaction problems ( SYMBOL ) are a natural way of formalizing a large number of computational problems arising in combinatorial optimization, artificial intelligence, and database theory
"
891,MISC,"This problem has the following two equivalent formulations: (1) to find an assignment of values to a given set of variables, subject to constraints on the values that can be assigned simultaneously to specified subsets of variables, and (2) to find a homomorphism between two finite relational structures  SYMBOL  and  SYMBOL
"
892,MISC,"Applications of  SYMBOL s arise in the propositional logic, database and graph theory, scheduling and many other areas
"
893,MISC,"During the past 30 years,  SYMBOL  and its subproblems has been intensively studied by computer scientists and mathematicians
"
894,MISC,"Considerable attention has been given to the case where the constraints are restricted to a given finite set of relations  SYMBOL , called a constraint language  CITATION
"
895,MISC,"For example, when  SYMBOL  is a constraint language over the boolean set  SYMBOL  with four ternary predicates  SYMBOL ,  SYMBOL ,  SYMBOL ,  SYMBOL  we obtain 3-SAT
"
896,MISC,"This direction of research has been mainly concerned with the computational complexity of  SYMBOL  as a function of  SYMBOL
"
897,MISC,"It has been shown that the complexity of  SYMBOL  is highly connected with relational clones of universal algebra  CITATION
"
898,MISC,"For every constraint language  SYMBOL , it has been conjectured that  SYMBOL  is either in P or NP-complete  CITATION
"
899,MISC,"In the minimum cost homomorphism problem ( SYMBOL ), we are given variables subject to constraints and, additionally, costs on variable/value pairs
"
900,MISC,"Now, the task is not just to find any satisfying assignment to the variables, but one that minimizes the total cost
"
901,MISC,"SYMBOL  was introduced in  CITATION  where it was motivated by a real-world problem in defence logistics
"
902,MISC,"The question for which directed graphs  SYMBOL  the problem  SYMBOL  is polynomial-time solvable was considered in  CITATION
"
903,AIMX,"In this paper, we approach the problem in its most general form by algebraic methods and give a complete algebraic characterization of tractable constraint languages
"
904,OWNX,"From this characterization, we obtain a dichotomy for  SYMBOL , i e , if  SYMBOL  is not polynomial-time solvable, then it is NP-hard
"
905,OWNX,"Of course, this dichotomy implies the dichotomy for directed graphs
"
906,OWNX,"In Section 2, we present some preliminaries together with results connecting the complexity of  SYMBOL  with conservative algebras
"
907,OWNX,"The main dichotomy theorem is stated in Section 3 and its proof is divided into several parts which can be found in Sections 4-8
"
908,OWNX,"The NP-hardness results are collected in Section 4 followed by the building blocks for the tractability result: existence of majority polymorphisms (Section 5) and connections with optimization in perfect graphs (Section 6)
"
909,OWNX,"Section 7 introduces the concept of  arithmetical deadlocks  which lay the foundation for the final proof in Section 8
"
910,OWNX,"In Section 9 we reformulate our main result in terms of relational clones
"
911,OWNX,"Finally, in Section 10 we explain the relation of our results to previous research and present directions for future research
"
912,MISC,"Regularized risk minimization with the binary hinge loss and its variants lies at the heart of many machine learning problems
"
913,MISC,"Bundle methods for regularized risk minimization (BMRM) and the closely related SVMStruct are considered the best general purpose solvers to tackle this problem
"
914,MISC,"It was recently shown that BMRM requires  SYMBOL  iterations to converge to an  SYMBOL  accurate solution
"
915,AIMX,"In the first part of the paper we use the Hadamard matrix to construct a regularized risk minimization problem and show that these rates cannot be improved
"
916,OWNX,"We then show how one can exploit the structure of the objective function to devise an algorithm for the binary hinge loss which converges to an  SYMBOL  accurate solution in  SYMBOL  iterations
"
917,MISC,"Let  SYMBOL  denote samples and  SYMBOL  be the corresponding labels
"
918,MISC,"Given a training set of  SYMBOL  sample label pairs  SYMBOL , drawn i i d from a joint probability distribution on  SYMBOL , many machine learning algorithms solve the following regularized risk minimization problem:     
"
919,MISC,"Here  SYMBOL  denotes the loss on instance  SYMBOL  using the current model  SYMBOL  and  SYMBOL , the empirical risk, is the average loss on the training set
"
920,MISC,"The regularizer  SYMBOL  acts as a penalty on the complexity of the classifier and prevents overfitting
"
921,MISC,"Usually the loss is convex in  SYMBOL  but can be nonsmooth while the regularizer is usually a smooth strongly convex function
"
922,MISC,"Binary Support Vector Machines (SVMs) are a prototypical example of such regularized risk minimization problems where  SYMBOL  and the loss considered is the binary hinge loss:    
"
923,MISC,"Recently, a number of solvers have been proposed for the regularized risk minimization problem
"
924,MISC,"The first and perhaps the best known solver is SVMStruct  CITATION , which was shown to converge in  SYMBOL  iterations to an  SYMBOL  accurate solution
"
925,MISC,"The convergence analysis of SVMStruct was improved to  SYMBOL  iterations by  CITATION
"
926,MISC,"In fact,  CITATION  showed that their convergence analysis holds for a more general solver than SVMStruct namely BMRM (Bundle method for regularized risk minimization)
"
927,MISC,"At every iteration BMRM replaces  SYMBOL  by a piecewise linear lower bound  SYMBOL  and optimizes    to obtain the next iterate  SYMBOL
"
928,MISC,"Here  SYMBOL  denotes an arbitrary subgradient of  SYMBOL  at  SYMBOL  (see Section ) and  SYMBOL
"
929,MISC,"The piecewise linear lower bound is successively tightened until the gap     falls below a predefined tolerance  SYMBOL
"
930,CONT,"Even though BMRM solves an expensive optimization problem at every iteration, the convergence analysis only uses a simple one-dimensional line search to bound the decrease in  SYMBOL
"
931,CONT,"Furthermore, the empirical convergence behavior of BMRM is much better than the theoretically predicted rates on a number of real life problems
"
932,MISC,"It was therefore conjectured that the rates of convergence of BMRM could be improved
"
933,AIMX,"In this paper we answer this question in the negative by explicitly constructing a regularized risk minimization problem for which BMRM takes at least  SYMBOL  iterations
"
934,OWNX,"One possible way to circumvent the  SYMBOL  lower bound is to solve the problem in the dual
"
935,OWNX,"Using a very old result of Nesterov  CITATION  we obtain an algorithm for SVMs which only requires  SYMBOL  iterations to converge to an  SYMBOL  accurate solution; each iteration of the algorithm requires  SYMBOL  work
"
936,OWNX,"Although we primarily focus on the regularized risk minimization with the binary hinge loss, our algorithm can also be used whenever the empirical risk is piecewise linear and contains a small number of pieces
"
937,OWNX,"Examples of this include multiclass, multi-label, and ordinal regression hinge loss and other related losses"
938,MISC,"Regularized risk minimization with the binary hinge loss and its variants lies at the heart of many machine learning problems
"
939,MISC,"Bundle methods for regularized risk minimization (BMRM) and the closely related SVMStruct are considered the best general purpose solvers to tackle this problem
"
940,MISC,"It was recently shown that BMRM requires  SYMBOL  iterations to converge to an  SYMBOL  accurate solution
"
941,OWNX,"In the first part of the paper we use the Hadamard matrix to construct a regularized risk minimization problem and show that these rates cannot be improved
"
942,AIMX,"We then show how one can exploit the structure of the objective function to devise an algorithm for the binary hinge loss which converges to an  SYMBOL  accurate solution in  SYMBOL  iterations
"
943,MISC,"Let  SYMBOL  denote samples and  SYMBOL  be the corresponding labels
"
944,MISC,"Given a training set of  SYMBOL  sample label pairs  SYMBOL , drawn iid from a joint probability distribution on  SYMBOL , many machine learning algorithms solve the following regularized risk minimization problem:     
"
945,MISC,"Here  SYMBOL  denotes the loss on instance  SYMBOL  using the current model  SYMBOL  and  SYMBOL , the empirical risk, is the average loss on the training set
"
946,MISC,"The regularizer  SYMBOL  acts as a penalty on the complexity of the classifier and prevents overfitting
"
947,MISC,"Usually the loss is convex in  SYMBOL  but can be nonsmooth while the regularizer is usually a smooth strongly convex function
"
948,MISC,"Binary Support Vector Machines (SVMs) are a prototypical example of such regularized risk minimization problems where  SYMBOL  and the loss considered is the binary hinge loss:    
"
949,MISC,"Recently, a number of solvers have been proposed for the regularized risk minimization problem
"
950,MISC,"The first and perhaps the best known solver is SVMStruct  CITATION , which was shown to converge in  SYMBOL  iterations to an  SYMBOL  accurate solution
"
951,MISC,"The convergence analysis of SVMStruct was improved to  SYMBOL  iterations by  CITATION
"
952,MISC,"In fact,  CITATION  showed that their convergence analysis holds for a more general solver than SVMStruct namely BMRM (Bundle method for regularized risk minimization)
"
953,MISC,"At every iteration BMRM replaces  SYMBOL  by a piecewise linear lower bound  SYMBOL  and optimizes    to obtain the next iterate  SYMBOL
"
954,MISC,"Here  SYMBOL  denotes an arbitrary subgradient of  SYMBOL  at  SYMBOL  (see Section ) and  SYMBOL
"
955,MISC,"The piecewise linear lower bound is successively tightened until the gap     falls below a predefined tolerance  SYMBOL
"
956,MISC,"Even though BMRM solves an expensive optimization problem at every iteration, the convergence analysis only uses a simple one-dimensional line search to bound the decrease in  SYMBOL
"
957,MISC,"Furthermore, the empirical convergence behavior of BMRM is much better than the theoretically predicted rates on a number of real life problems
"
958,MISC,"It was therefore conjectured that the rates of convergence of BMRM could be improved
"
959,AIMX,"In this paper we answer this question in the negative by explicitly constructing a regularized risk minimization problem for which BMRM takes at least  SYMBOL  iterations
"
960,OWNX,"One possible way to circumvent the  SYMBOL  lower bound is to solve the problem in the dual
"
961,BASE,"Using a very old result of Nesterov  CITATION  we obtain an algorithm for SVMs which only requires  SYMBOL  iterations to converge to an  SYMBOL  accurate solution; each iteration of the algorithm requires  SYMBOL  work
"
962,OWNX,"Although we primarily focus on the regularized risk minimization with the binary hinge loss, our algorithm can also be used whenever the empirical risk is piecewise linear and contains a small number of pieces
"
963,OWNX,"Examples of this include multiclass, multi-label, and ordinal regression hinge loss and other related losses"
964,MISC,"Regularized risk minimization with the binary hinge loss and its variants lies at the heart of many machine learning problems
"
965,MISC,"Bundle methods for regularized risk minimization (BMRM) and the closely related SVMStruct are considered the best general purpose solvers to tackle this problem
"
966,MISC,"It was recently shown that BMRM requires  SYMBOL  iterations to converge to an  SYMBOL  accurate solution
"
967,AIMX,"In the first part of the paper we use the Hadamard matrix to construct a regularized risk minimization problem and show that these rates cannot be improved
"
968,AIMX,"We then show how one can exploit the structure of the objective function to devise an algorithm for the binary hinge loss which converges to an  SYMBOL  accurate solution in  SYMBOL  iterations
"
969,MISC,"Let  SYMBOL  denote samples and  SYMBOL  be the corresponding labels
"
970,MISC,"Given a training set of  SYMBOL  sample label pairs  SYMBOL , drawn iid from a joint probability distribution on  SYMBOL , many machine learning algorithms solve the following regularized risk minimization problem:     
"
971,MISC,"Here  SYMBOL  denotes the loss on instance  SYMBOL  using the current model  SYMBOL  and  SYMBOL , the empirical risk, is the average loss on the training set
"
972,MISC,"The regularizer  SYMBOL  acts as a penalty on the complexity of the classifier and prevents overfitting
"
973,MISC,"Usually the loss is convex in  SYMBOL  but can be nonsmooth while the regularizer is usually a smooth strongly convex function
"
974,MISC,"Binary Support Vector Machines (SVMs) are a prototypical example of such regularized risk minimization problems where  SYMBOL  and the loss considered is the binary hinge loss:    
"
975,MISC,"Recently, a number of solvers have been proposed for the regularized risk minimization problem
"
976,MISC,"The first and perhaps the best known solver is SVMStruct  CITATION , which was shown to converge in  SYMBOL  iterations to an  SYMBOL  accurate solution
"
977,MISC,"The convergence analysis of SVMStruct was improved to  SYMBOL  iterations by  CITATION
"
978,MISC,"In fact,  CITATION  showed that their convergence analysis holds for a more general solver than SVMStruct namely BMRM (Bundle method for regularized risk minimization)
"
979,MISC,"At every iteration BMRM replaces  SYMBOL  by a piecewise linear lower bound  SYMBOL  and optimizes    to obtain the next iterate  SYMBOL
"
980,MISC,"Here  SYMBOL  denotes an arbitrary subgradient of  SYMBOL  at  SYMBOL  (see Section ) and  SYMBOL
"
981,MISC,"The piecewise linear lower bound is successively tightened until the gap     falls below a predefined tolerance  SYMBOL
"
982,MISC,"Even though BMRM solves an expensive optimization problem at every iteration, the convergence analysis only uses a simple one-dimensional line search to bound the decrease in  SYMBOL
"
983,MISC,"Furthermore, the empirical convergence behavior of BMRM is much better than the theoretically predicted rates on a number of real life problems
"
984,MISC,"It was therefore conjectured that the rates of convergence of BMRM could be improved
"
985,AIMX,"In this paper we answer this question in the negative by explicitly constructing a regularized risk minimization problem for which BMRM takes at least  SYMBOL  iterations
"
986,MISC,"One possible way to circumvent the  SYMBOL  lower bound is to solve the problem in the dual
"
987,OWNX,"Using a very old result of Nesterov  CITATION  we obtain an algorithm for SVMs which only requires  SYMBOL  iterations to converge to an  SYMBOL  accurate solution; each iteration of the algorithm requires  SYMBOL  work
"
988,OWNX,"Although we primarily focus on the regularized risk minimization with the binary hinge loss, our algorithm can also be used whenever the empirical risk is piecewise linear and contains a small number of pieces
"
989,MISC,"Examples of this include multiclass, multi-label, and ordinal regression hinge loss and other related losses"
990,OWNX,"this study was designed to assess sex-related differences in the selection of an appropriate strategy when facing novelty
"
991,OWNX,"	a simple visuo-spatial task was used to investigate exploratory behavior as a specific response to novelty
"
992,OWNX,"the exploration task was followed by a visual discrimination task  and the responses were analyzed using signal detection theory
"
993,OWNX,"during exploration women selected a local searching strategy in which the metric distance between what is already known and what is unknown was reduced  whereas men adopted a global strategy based on an approximately uniform distribution of choices
"
994,OWNX,"women's exploratory behavior gives rise to a notion of a secure base warranting a sense of safety while men's behavior does not appear to be influenced by risk
"
995,OWNX,"this sex-related difference was interpreted as a difference in beliefs concerning the likelihood of uncertain events influencing risk evaluation
"
996,MISC,"males and females seem to differ in spatial abilities and styles  CITATION
"
997,MISC,"generally  studies involving navigational problems showed that female cognitive style relies more on detailed information  while male style relies more on global information  CITATION
"
998,MISC,"evolutionary mechanisms could potentially account for sex differences in spatial behavior
"
999,MISC,"for example  these behavioral differences may be due to mating patterns that induced a selection of large-range navigation in males  CITATION
"
1000,MISC,"mating patterns or mating strategies are linked to the dynamics of reproduction and sexual selection  CITATION   and sexual selection is restricted to characteristics that influence mate choice and competition for mates
"
1001,MISC,"typically  males have to compete through extensive ranging for access to mates while females have to choose mating partners according to reproductive success  CITATION
"
1002,MISC,"another proposition  but exclusively directed at humans  suggested that the division of labor game hunting and plant gathering would have put greater selection pressure on females' spatial memory because females sustained gathering duties  CITATION
"
1003,MISC,"however  as argued by ecuyer-dab and robert  CITATION    the selection of male characteristics depends on females' choice for mates
"
1004,MISC,"in females  however  spatial cognition would have been primarily shaped by the natural selection of a strong concern for survival both of self and of offspring
"
1005,MISC,"this concern would have compelled them to favor low-risk strategies  like concentrating on proximal spatial cues  when coping with space-related problems
"
1006,MISC,"such focusing would have enabled secure navigation based on detailed landmark encoding  as well as  in certain species  regular feeding based on remembering the exact locations of potential resources  p  NUMBER 
"
1007,MISC,"thus  the hypothesis of labor division would be a by-product of sexual selection and not the cause of sex differences in spatial behavior
"
1008,MISC,"taken together  the literature seems to indicate that the key to understanding the evolution of behavioral sex differences relies on the relative costs and benefits of producing offspring  CITATION
"
1009,MISC,"in that context spatial skills play a crucial role since they increase reproductive success and the accessibility to food resource but  at the same time  multiply the risks of getting lost  being killed or consumed by other animals predation
"
1010,MISC,"hence  the survival of mobile species depends on their ability to balance costs and benefits induced by locomotion and this balancing should differ according to sex
"
1011,CONT,"experimental investigations of sex differences in spatial abilities yield apparently disparate results  CITATION
"
1012,MISC,"this might be partly due to the complexity of contemporary experimental designs  but also to a lack of investigations concerning decision-making processes involved in the selection of strategies
"
1013,OWNX,"the current study investigates sex differences in basic behaviors like exploration  detection and discrimination involving the selection of strategies when coping with uncertainty
"
1014,OWNX,"following the above quotation from ecuyer-dab and robert's  the hypothesis is that women  compared to men  should favor low-risk strategies when coping with space-related problems
"
1015,OWNX,"to test this  i used a simple spontaneous two-dimensional exploratory task
"
1016,OWNX,"this choice relies on the fact that exploration is a natural behavior and that it is fundamental in acquiring spatial knowledge
"
1017,MISC,"it seems to be based on driving factors such as curiosity  comfort or mastery over one's environment
"
1018,MISC,"moreover  it is commonly defined as serving to reduce uncertainty and thus allow coping with fear  CITATION
"
1019,MISC,"exploration is mainly characterized by a succession of progressions and stops  CITATION   and the selection of exploration could rely on its capacity to act as a regulator of uncertainty
"
1020,MISC,"indeed  progressions are based on decisions taken during stops  and stops correspond to choice points allowing decisions
"
1021,MISC,"voss  CITATION  refers to the exploration process as the generation and testing of hypotheses concerning the object's meaning and potential use
"
1022,OWNX,"in order to assess risk-taking  a classical visual discrimination task based on the stimuli observed during the exploration task was used
"
1023,OWNX,"the results were analyzed with signal detection theory
"
1024,AIMX,"this study was designed to assess sex-related differences in the selection of an appropriate strategy when facing novelty
"
1025,OWNX,"a simple visuo-spatial task was used to investigate exploratory behavior as a specific response to novelty
"
1026,OWNX,"the exploration task was followed by a visual discrimination task  and the responses were analyzed using signal detection theory
"
